QueryID,BestEvalue,FASTA_Header,UniProt_ID,DrugBank_IDs
drugbank_target|P15121,1.08e-91,drugbank_target|P15121 Aldo-keto reductase family 1 member B1 (DB00143; DB00157; DB00605; DB04272),P15121,DB00143;DB00157;DB00605;DB04272
drugbank_target|P15169,1.84e-95,drugbank_target|P15169 Carboxypeptidase N catalytic chain (DB01593; DB14487; DB14533; DB14548),P15169,DB01593;DB14487;DB14533;DB14548
drugbank_target|P15291,4.07e-74,"drugbank_target|P15291 Beta-1,4-galactosyltransferase 1 (DB00141)",P15291,DB00141
drugbank_target|P15313,0,"drugbank_target|P15313 V-type proton ATPase subunit B, kidney isoform (DB01133)",P15313,DB01133
drugbank_target|P15336,4.93e-07,drugbank_target|P15336 Cyclic AMP-dependent transcription factor ATF-2 (DB00852),P15336,DB00852
drugbank_target|P15428,7.48e-24,drugbank_target|P15428 15-hydroxyprostaglandin dehydrogenase [NAD(+)] (DB00157),P15428,DB00157
drugbank_target|P15531,2.12e-49,drugbank_target|P15531 Nucleoside diphosphate kinase A (DB01593; DB09130; DB14487; DB14533; DB14548),P15531,DB01593;DB09130;DB14487;DB14533;DB14548
drugbank_target|P15538,7.08e-47,"drugbank_target|P15538 Cytochrome P450 11B1, mitochondrial (DB00648; DB01011; DB05667; DB11837)",P15538,DB00648;DB01011;DB05667;DB11837
drugbank_target|P15555,2.03e-08,drugbank_target|P15555 D-alanyl-D-alanine carboxypeptidase (DB00456; DB03843),P15555,DB00456;DB03843
drugbank_target|P15880,2.14e-122,drugbank_target|P15880 Small ribosomal subunit protein uS5 (DB09130),P15880,DB09130
drugbank_target|P15924,9.77e-44,drugbank_target|P15924 Desmoplakin (DB01593; DB11638; DB14487),P15924,DB01593;DB11638;DB14487
drugbank_target|P15954,2.97e-05,"drugbank_target|P15954 Cytochrome c oxidase subunit 7C, mitochondrial (DB02659)",P15954,DB02659
drugbank_target|P16066,0,drugbank_target|P16066 Atrial natriuretic peptide receptor 1 (DB00325; DB00727; DB00883; DB01612; DB01613; DB04899),P16066,DB00325;DB00727;DB00883;DB01612;DB01613;DB04899
drugbank_target|P16099,1.2e-18,drugbank_target|P16099 Trimethylamine dehydrogenase (DB03247),P16099,DB03247
drugbank_target|P16109,4.85e-29,drugbank_target|P16109 P-selectin (DB01109; DB06779; DB08813; DB15271),P16109,DB01109;DB06779;DB08813;DB15271
drugbank_target|P16152,7.22e-10,drugbank_target|P16152 Carbonyl reductase [NADPH] 1 (DB01698; DB11672),P16152,DB01698;DB11672
drugbank_target|P16219,1.25e-93,"drugbank_target|P16219 Short-chain specific acyl-CoA dehydrogenase, mitochondrial (DB00157; DB03147)",P16219,DB00157;DB03147
drugbank_target|P16220,1.02e-06,drugbank_target|P16220 Cyclic AMP-responsive element-binding protein 1 (DB00131; DB01183),P16220,DB00131;DB01183
drugbank_target|P16234,5.65e-63,drugbank_target|P16234 Platelet-derived growth factor receptor alpha (DB00102; DB00619; DB01268; DB06043; DB06589; DB06595; DB08896; DB08901; DB09078; DB09079; DB10772; DB11800; DB12010; DB12147; DB14840; DB15233),P16234,DB00102;DB00619;DB01268;DB06043;DB06589;DB06595;DB08896;DB08901;DB09078;DB09079;DB10772;DB11800;DB12010;DB12147;DB14840;DB15233
drugbank_target|P16278,1.43e-124,drugbank_target|P16278 Beta-galactosidase (DB04465),P16278,DB04465
drugbank_target|P16389,3.69e-91,drugbank_target|P16389 Potassium voltage-gated channel subfamily A member 2 (DB00228; DB01069; DB01110),P16389,DB00228;DB01069;DB01110;DB06637
drugbank_target|P16435,0,drugbank_target|P16435 NADPH--cytochrome P450 reductase (DB03147; DB03247),P16435,DB03147;DB03247
drugbank_target|P16455,2.18e-16,drugbank_target|P16455 Methylated-DNA--protein-cysteine methyltransferase (DB00151; DB01593; DB14487; DB14533; DB14548),P16455,DB00151;DB01593;DB14487;DB14533;DB14548
drugbank_target|P16499,5.55e-77,"drugbank_target|P16499 Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha (DB00201)",P16499,DB00201
drugbank_target|P16591,3.55e-81,drugbank_target|P16591 Tyrosine-protein kinase Fer (DB12010),P16591,DB12010
drugbank_target|P16615,0,drugbank_target|P16615 Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 (DB00867; DB01189; DB01236),P16615,DB00867;DB01189;DB01236
drugbank_target|P16640,8.98e-21,drugbank_target|P16640 Putidaredoxin reductase (DB03147),P16640,DB03147
drugbank_target|P17050,2.52e-109,drugbank_target|P17050 Alpha-N-acetylgalactosaminidase (DB09462),P17050,DB09462
drugbank_target|P17174,3.12e-166,"drugbank_target|P17174 Aspartate aminotransferase, cytoplasmic (DB00114; DB00142)",P17174,DB00114;DB00128;DB00142;DB00151;DB00210;DB09130
drugbank_target|P17252,6e-146,drugbank_target|P17252 Protein kinase C alpha type (DB00675; DB04209; DB09096),P17252,DB00163;DB00675;DB04209;DB05013;DB06595;DB06819;DB09096;DB14001;DB14002
drugbank_target|P17516,5.29e-77,drugbank_target|P17516 Aldo-keto reductase family 1 member C4 (DB00157),P17516,DB00157
drugbank_target|P17540,2.01e-80,"drugbank_target|P17540 Creatine kinase S-type, mitochondrial (DB00148)",P17540,DB00148
drugbank_target|P17544,7.08e-06,drugbank_target|P17544 Cyclic AMP-dependent transcription factor ATF-7 (DB00852),P17544,DB00852
drugbank_target|P17568,2.7e-27,drugbank_target|P17568 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 (DB00157),P17568,DB00157
drugbank_target|P17612,4.66e-137,drugbank_target|P17612 cAMP-dependent protein kinase catalytic subunit alpha (DB12010),P17612,DB12010
drugbank_target|P17655,1.25e-144,drugbank_target|P17655 Calpain-2 catalytic subunit (DB04813),P17655,DB04813
drugbank_target|P17658,2.73e-80,drugbank_target|P17658 Potassium voltage-gated channel subfamily A member 6 (DB00228; DB01069; DB01110),P17658,DB00228;DB01069;DB01110;DB06637
drugbank_target|P17707,7.33e-92,drugbank_target|P17707 S-adenosylmethionine decarboxylase proenzyme (DB00118; DB03754),P17707,DB00118;DB03754
drugbank_target|P17735,2.12e-141,drugbank_target|P17735 Tyrosine aminotransferase (DB00114; DB00120; DB00135; DB00142),P17735,DB00114;DB00120;DB00135;DB00142
drugbank_target|P17752,2.33e-115,drugbank_target|P17752 Tryptophan 5-hydroxylase 1 (DB00360; DB12095),P17752,DB00360;DB12095
drugbank_target|P17787,7.93e-120,drugbank_target|P17787 Neuronal acetylcholine receptor subunit beta-2 (DB00202; DB00237; DB00565),P17787,DB00184;DB00202;DB00237;DB00333;DB00416;DB00514;DB00565;DB00572;DB00657;DB00747;DB00753;DB00898;DB00981;DB01245;DB01273
drugbank_target|P17802,1.64e-10,drugbank_target|P17802 Adenine DNA glycosylase (DB00173; DB09462),P17802,DB00173;DB09462
drugbank_target|P17812,4.22e-129,drugbank_target|P17812 CTP synthase 1 (DB00130),P17812,DB00130
drugbank_target|P17844,0,drugbank_target|P17844 Probable ATP-dependent RNA helicase DDX5 (DB11638),P17844,DB11638
drugbank_target|P17931,1.83e-17,drugbank_target|P17931 Galectin-3 (DB04465),P17931,DB04465
drugbank_target|P17948,6.34e-65,drugbank_target|P17948 Vascular endothelial growth factor receptor 1 (DB00398; DB01268; DB06589; DB06626; DB08896; DB09078; DB09079; DB10770; DB11679; DB11800; DB12010; DB15685),P17948,DB00398;DB01268;DB06589;DB06626;DB08896;DB09078;DB09079;DB10770;DB11679;DB11800;DB12010;DB15685
drugbank_target|P18031,1.07e-65,drugbank_target|P18031 Tyrosine-protein phosphatase non-receptor type 1 (DB09158; DB11091),P18031,DB09158;DB11091
drugbank_target|P18089,1.05e-66,drugbank_target|P18089 Alpha-2B adrenergic receptor (DB00182; DB00268; DB01049; DB01069; DB01365; DB01576; DB09205; DB11273; DB11278; DB11577; DB13345),P18089,DB00182;DB00193;DB00217;DB00246;DB00248;DB00268;DB00292;DB00320;DB00363;DB00368;DB00397;DB00408;DB00433;DB00457;DB00477;DB00484;DB00502;DB00540;DB00543;DB00575;DB00589;DB00629;DB00668;DB00692;DB00697;DB00714;DB00715;DB00726;DB00734;DB00797;DB00800;DB00925;DB00934;DB00935;DB00964;DB01018;DB01049;DB01069;DB01136;DB01151;DB01175;DB01186;DB01200;DB01224;DB01238;DB01267;DB01365;DB01392;DB01403;DB01576;DB01577;DB04846;DB04855;DB04946;DB05271;DB06148;DB06153;DB06216;DB06262;DB06694;DB06707;DB06764;DB08950;DB09167;DB09195;DB09205;DB09242;DB11124;DB11273;DB11278;DB11577;DB13345;DB14185
drugbank_target|P18283,5.51e-35,drugbank_target|P18283 Glutathione peroxidase 2 (DB00143; DB03310; DB09096),P18283,DB00143;DB03310;DB09096
drugbank_target|P18405,2.39e-74,drugbank_target|P18405 3-oxo-5-alpha-steroid 4-dehydrogenase 1 (DB00367; DB00548; DB01126; DB01216; DB09389),P18405,DB00367;DB00548;DB01126;DB01216;DB09389
drugbank_target|P18505,2.01e-85,drugbank_target|P18505 Gamma-aminobutyric acid receptor subunit beta-1 (DB00186; DB00189; DB00228; DB00231; DB00237; DB00241; DB00252; DB00292; DB00306; DB00312; DB00349; DB00371; DB00402; DB00404; DB00475; DB00543; DB00555; DB00603; DB00628; DB00683; DB00690; DB00753; DB00794; DB00801; DB00818; DB00829; DB00842; DB00897; DB01028; DB01043; DB01068; DB01107; DB01159; DB01189; DB01205; DB01215; DB01236; DB01437; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB01708; DB01956; DB05087; DB09118; DB11859; DB11901; DB12404; DB12537; DB13872; DB15490),P18505,DB00186;DB00189;DB00228;DB00231;DB00237;DB00241;DB00252;DB00292;DB00306;DB00312;DB00349;DB00363;DB00371;DB00402;DB00404;DB00431;DB00475;DB00543;DB00555;DB00603;DB00628;DB00683;DB00690;DB00753;DB00794;DB00801;DB00818;DB00829;DB00842;DB00897;DB00898;DB01028;DB01043;DB01068;DB01107;DB01159;DB01189;DB01205;DB01215;DB01236;DB01437;DB01544;DB01558;DB01559;DB01587;DB01588;DB01589;DB01595;DB01708;DB01956;DB05087;DB09118;DB11859;DB11901;DB12404;DB12537;DB13872;DB15490
drugbank_target|P18507,1.19e-75,drugbank_target|P18507 Gamma-aminobutyric acid receptor subunit gamma-2 (DB00186; DB00231; DB00334; DB00349; DB00404; DB00475; DB00555; DB00628; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB00909; DB01068; DB01215; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB12404; DB12537; DB13872),P18507,DB00186;DB00189;DB00228;DB00231;DB00237;DB00241;DB00252;DB00292;DB00306;DB00312;DB00334;DB00349;DB00371;DB00395;DB00402;DB00404;DB00425;DB00475;DB00543;DB00555;DB00603;DB00628;DB00683;DB00690;DB00753;DB00794;DB00801;DB00818;DB00829;DB00842;DB00897;DB00909;DB01028;DB01043;DB01068;DB01107;DB01159;DB01189;DB01205;DB01215;DB01236;DB01381;DB01437;DB01544;DB01558;DB01559;DB01587;DB01588;DB01589;DB01595;DB01708;DB01956;DB02530;DB05087;DB09118;DB11859;DB11901;DB12404;DB12537;DB13872;DB15490
drugbank_target|P18825,7.01e-67,drugbank_target|P18825 Alpha-2C adrenergic receptor (DB00182; DB00268; DB01049; DB01069; DB01365; DB01576; DB09205; DB11273; DB11278; DB11577; DB13345),P18825,DB00182;DB00193;DB00217;DB00246;DB00248;DB00268;DB00320;DB00363;DB00368;DB00397;DB00408;DB00433;DB00477;DB00484;DB00502;DB00540;DB00543;DB00575;DB00589;DB00692;DB00696;DB00697;DB00714;DB00715;DB00734;DB00797;DB00800;DB00924;DB00925;DB00934;DB00935;DB01049;DB01069;DB01136;DB01151;DB01175;DB01186;DB01200;DB01224;DB01238;DB01267;DB01365;DB01392;DB01403;DB01576;DB01577;DB04846;DB04855;DB04946;DB06148;DB06153;DB06216;DB06262;DB06694;DB06707;DB06714;DB06764;DB08815;DB08950;DB09128;DB09167;DB09195;DB09205;DB09242;DB11124;DB11273;DB11278;DB11577;DB11738;DB13345;DB14185
drugbank_target|P18846,3.48e-06,drugbank_target|P18846 Cyclic AMP-dependent transcription factor ATF-1 (DB00852),P18846,DB00852
drugbank_target|P18847,8.29e-08,drugbank_target|P18847 Cyclic AMP-dependent transcription factor ATF-3 (DB00852),P18847,DB00852
drugbank_target|P18848,3.18e-05,drugbank_target|P18848 Cyclic AMP-dependent transcription factor ATF-4 (DB00852),P18848,DB00852
drugbank_target|P18850,2.21e-05,drugbank_target|P18850 Cyclic AMP-dependent transcription factor ATF-6 alpha (DB00852),P18850,DB00852
drugbank_target|P18858,3.3e-121,drugbank_target|P18858 DNA ligase 1 (DB00290; DB01280),P18858,DB00290;DB01280
drugbank_target|P18925,1.66e-108,drugbank_target|P18925 Dihydrolipoyl dehydrogenase (DB03147),P18925,DB03147
drugbank_target|P19021,1.79e-56,drugbank_target|P19021 Peptidyl-glycine alpha-amidating monooxygenase (DB00126),P19021,DB00126
drugbank_target|P19099,5.91e-46,"drugbank_target|P19099 Cytochrome P450 11B2, mitochondrial (DB05667; DB11837)",P19099,DB05667;DB11837
drugbank_target|P19113,3.64e-119,drugbank_target|P19113 Histidine decarboxylase (DB00114),P19113,DB00114
drugbank_target|P19320,1.61e-22,drugbank_target|P19320 Vascular cell adhesion protein 1 (DB00898; DB01136; DB11338),P19320,DB00898;DB01136;DB11338
drugbank_target|P19404,1.18e-58,"drugbank_target|P19404 NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial (DB00157)",P19404,DB00157
drugbank_target|P19440,4.44e-135,drugbank_target|P19440 Glutathione hydrolase 1 proenzyme (DB00143),P19440,DB00143
drugbank_target|P19480,1.15e-05,drugbank_target|P19480 Alkyl hydroperoxide reductase subunit F (DB03147),P19480,DB03147
drugbank_target|P19525,5.87e-27,"drugbank_target|P19525 Interferon-induced, double-stranded RNA-activated protein kinase (DB00328; DB12010)",P19525,DB00328;DB12010
drugbank_target|P19634,2.93e-114,drugbank_target|P19634 Sodium/hydrogen exchanger 1 (DB00594),P19634,DB00594
drugbank_target|P19784,0,drugbank_target|P19784 Casein kinase II subunit alpha' (DB12010),P19784,DB12010
drugbank_target|P19793,3.71e-63,drugbank_target|P19793 Retinoic acid receptor RXR-alpha (DB00132; DB00210; DB00307; DB00412; DB00459; DB00523; DB00749; DB00755; DB01393; DB01436; DB03756; DB04224),P19793,DB00132;DB00210;DB00307;DB00412;DB00459;DB00523;DB00749;DB00755;DB01393;DB01436;DB03756;DB04224
drugbank_target|P19835,2.02e-50,drugbank_target|P19835 Bile salt-activated lipase (DB04348),P19835,DB04348
drugbank_target|P19838,2.08e-15,drugbank_target|P19838 Nuclear factor NF-kappa-B p105 subunit (DB00843; DB13751; DB13961),P19838,DB00795;DB00843;DB00852;DB06439;DB08814;DB13063;DB13751;DB13961
drugbank_target|P19961,1.9e-133,drugbank_target|P19961 Alpha-amylase 2B (DB03088),P19961,DB03088
drugbank_target|P20020,0,drugbank_target|P20020 Plasma membrane calcium-transporting ATPase 1 (DB00867; DB01189; DB01236),P20020,DB00867;DB01159;DB01189;DB01236
drugbank_target|P20035,3.77e-22,drugbank_target|P20035 Hypoxanthine-guanine-xanthine phosphoribosyltransferase (DB01632; DB11638),P20035,DB01632;DB11638
drugbank_target|P20132,6.17e-24,drugbank_target|P20132 L-serine dehydratase/L-threonine deaminase (DB00114),P20132,DB00114
drugbank_target|P20276,1.9e-61,drugbank_target|P20276 50S ribosomal protein L2 (DB04865),P20276,DB04865
drugbank_target|P20309,1.45e-48,drugbank_target|P20309 Muscarinic acetylcholine receptor M3 (DB00321; DB00340; DB00366; DB00454; DB00540; DB00543; DB00568; DB00715; DB00726; DB00777; DB01221; DB11855; DB19325),P20309,DB00185;DB00193;DB00202;DB00209;DB00246;DB00280;DB00321;DB00332;DB00334;DB00340;DB00342;DB00363;DB00366;DB00376;DB00383;DB00387;DB00408;DB00411;DB00424;DB00434;DB00454;DB00458;DB00462;DB00477;DB00496;DB00502;DB00517;DB00540;DB00543;DB00568;DB00572;DB00599;DB00622;DB00715;DB00725;DB00726;DB00747;DB00777;DB00804;DB00809;DB00835;DB00934;DB00940;DB00986;DB01019;DB01036;DB01062;DB01069;DB01085;DB01142;DB01151;DB01221;DB01224;DB01226;DB01231;DB01238;DB01239;DB01337;DB01338;DB01403;DB01409;DB01591;DB01625;DB03128;DB04843;DB06153;DB06702;DB06709;DB06787;DB08897;DB09076;DB09089;DB09167;DB09185;DB09300;DB11181;DB11235;DB11315;DB11855;DB12278;DB13262;DB13720;DB14185;DB15357;DB19325
drugbank_target|P20594,0,drugbank_target|P20594 Atrial natriuretic peptide receptor 2 (DB01613; DB04899; DB11928),P20594,DB01613;DB04899;DB11928
drugbank_target|P20618,3.22e-43,drugbank_target|P20618 Proteasome subunit beta type-1 (DB00188; DB08889),P20618,DB00188;DB08889
drugbank_target|P20648,0,drugbank_target|P20648 Potassium-transporting ATPase alpha chain 1 (DB11739),P20648,DB00213;DB00338;DB00448;DB00736;DB01129;DB05351;DB11739
drugbank_target|P20674,4.59e-37,"drugbank_target|P20674 Cytochrome c oxidase subunit 5A, mitochondrial (DB02659)",P20674,DB02659
drugbank_target|P20701,6.52e-21,drugbank_target|P20701 Integrin alpha-L (DB00095; DB00098; DB00227; DB00641; DB01098; DB08860; DB11611),P20701,DB00095;DB00098;DB00227;DB00641;DB01098;DB08860;DB11611
drugbank_target|P20711,5.09e-132,drugbank_target|P20711 Aromatic-L-amino-acid decarboxylase (DB00114; DB00165; DB00190; DB00968; DB12783),P20711,DB00114;DB00165;DB00190;DB00968;DB12783
drugbank_target|P20742,2.69e-108,drugbank_target|P20742 Pregnancy zone protein (DB01593; DB14487; DB14533; DB14548),P20742,DB01593;DB14487;DB14533;DB14548
drugbank_target|P20831,3.09e-15,drugbank_target|P20831 DNA gyrase subunit A (DB00218; DB00365; DB00537; DB00685; DB01044; DB01059; DB01137; DB01155; DB01165; DB01208; DB06771; DB09047; DB12924),P20831,DB00218;DB00365;DB00537;DB00685;DB01044;DB01059;DB01137;DB01155;DB01165;DB01208;DB06771;DB09047;DB12924
drugbank_target|P20839,3.88e-145,drugbank_target|P20839 Inosine-5'-monophosphate dehydrogenase 1 (DB01033),P20839,DB00157;DB00688;DB00811;DB01024;DB01033
drugbank_target|P20851,1.5e-18,drugbank_target|P20851 C4b-binding protein beta chain (DB01593; DB14487; DB14533; DB14548),P20851,DB01593;DB14487;DB14533;DB14548
drugbank_target|P20932,5.69e-64,drugbank_target|P20932 (S)-mandelate dehydrogenase (DB03247),P20932,DB03247
drugbank_target|P21266,3.33e-18,drugbank_target|P21266 Glutathione S-transferase Mu 3 (DB03310; DB03619),P21266,DB00143;DB03310;DB03619
drugbank_target|P21281,0,"drugbank_target|P21281 V-type proton ATPase subunit B, brain isoform (DB01133)",P21281,DB01133;DB05260
drugbank_target|P21283,1.72e-165,drugbank_target|P21283 V-type proton ATPase subunit C 1 (DB01133),P21283,DB01133;DB09552
drugbank_target|P21291,2.92e-16,drugbank_target|P21291 Cysteine and glycine-rich protein 1 (DB11638),P21291,DB11638
drugbank_target|P21333,7.65e-108,drugbank_target|P21333 Filamin-A (DB11638),P21333,DB11638
drugbank_target|P21397,8.75e-57,drugbank_target|P21397 Amine oxidase [flavin-containing] A (DB00182; DB00721; DB01168; DB01171),P21397,DB00182;DB00191;DB00721;DB00752;DB00780;DB00805;DB00909;DB01037;DB01168;DB01171;DB01247;DB01381;DB01577;DB01626;DB03147;DB04820;DB04821;DB04832;DB09185;DB14914
drugbank_target|P21453,9.03e-12,drugbank_target|P21453 Sphingosine 1-phosphate receptor 1 (DB08868; DB12016; DB12371; DB12612; DB14766),P21453,DB08868;DB12016;DB12371;DB12612;DB14766
drugbank_target|P21462,6e-14,drugbank_target|P21462 fMet-Leu-Phe receptor (DB00716; DB11656),P21462,DB00716;DB11656
drugbank_target|P21549,1.46e-103,drugbank_target|P21549 Alanine--glyoxylate aminotransferase (DB00114; DB00145),P21549,DB00114;DB00145
drugbank_target|P21554,3.41e-12,drugbank_target|P21554 Cannabinoid receptor 1 (DB00470; DB00486; DB01083; DB06155; DB09061),P21554,DB00470;DB00486;DB01083;DB06155;DB09061
drugbank_target|P21695,2.71e-140,"drugbank_target|P21695 Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic (DB00157; DB00331)",P21695,DB00157;DB00331
drugbank_target|P21709,1.75e-104,drugbank_target|P21709 Ephrin type-A receptor 1 (DB12010),P21709,DB12010
drugbank_target|P21728,3.89e-39,drugbank_target|P21728 D(1A) dopamine receptor (DB01049; DB08804; DB11275; DB13345),P21728,DB00246;DB00248;DB00334;DB00353;DB00363;DB00397;DB00408;DB00458;DB00477;DB00502;DB00508;DB00543;DB00555;DB00568;DB00589;DB00623;DB00679;DB00696;DB00714;DB00715;DB00726;DB00734;DB00800;DB00805;DB00850;DB00875;DB00988;DB01049;DB01186;DB01200;DB01224;DB01235;DB01238;DB01239;DB01267;DB01403;DB01608;DB01621;DB01623;DB01624;DB04946;DB05271;DB06077;DB06148;DB06216;DB08804;DB09097;DB09225;DB11160;DB11274;DB11275;DB11584;DB13345;DB14185
drugbank_target|P21731,2.92e-06,drugbank_target|P21731 Thromboxane A2 receptor (DB00770; DB11629; DB12789),P21731,DB00770;DB11629;DB12789
drugbank_target|P21802,1.83e-89,drugbank_target|P21802 Fibroblast growth factor receptor 2 (DB00039; DB01109; DB08896; DB08901; DB09078; DB09079; DB10770; DB10772; DB11886; DB12010; DB12147; DB15102; DB15149; DB15685; DB15822),P21802,DB00039;DB01109;DB08896;DB08901;DB09078;DB09079;DB10770;DB10772;DB11886;DB12010;DB12147;DB15102;DB15149;DB15685;DB15822
drugbank_target|P21817,0,drugbank_target|P21817 Ryanodine receptor 1 (DB00201; DB01219; DB09085),P21817,DB00201;DB01219;DB09085
drugbank_target|P21890,2.11e-10,drugbank_target|P21890 Ferredoxin--NADP reductase (DB03147),P21890,DB03147
drugbank_target|P21917,4.34e-54,drugbank_target|P21917 D(4) dopamine receptor (DB01049; DB08804; DB11275; DB13345),P21917,DB00246;DB00248;DB00268;DB00320;DB00334;DB00363;DB00391;DB00408;DB00409;DB00413;DB00477;DB00490;DB00543;DB00589;DB00714;DB00875;DB00988;DB01049;DB01186;DB01200;DB01224;DB01235;DB01238;DB01267;DB01403;DB04908;DB04946;DB05271;DB06216;DB08804;DB11160;DB11275;DB13345;DB14185
